id_aluno,idade,semestre,tempo_resposta,horas_estudo_dia,media_geral,satisfacao_curso,horario_estudo,linguagem_preferida,framework_preferido,formato_conteudo_principal,formato_conteudo_secundario,faltas_percentual,estuda_em_grupo,usa_biblioteca,participa_monitoria,ambiente_desenvolvimento,sistema_operacional,area_interesse,busca_estagio,prefere_backend,interesse_pesquisa,dificuldade_percebida,comentario
STU000114,28,4,2025-01-21 13:51:00,0.5,4.0,1.0,Noite,SQL,Django,Video,Texto,13.8,False,False,False,Eclipse,Windows,Security,False,False,False,1,Feedback detalhado do aluno 114 - Regular. Desempenho normal. 
STU000115,20,1,2025-01-26 13:22:00,7.0,10.0,5.0,Madrugada,Java,Django,Exercícios Práticos,Video,6.3,True,True,True,PyCharm,MacOS,Data Science,True,True,True,1,Feedback detalhado do aluno 115 - Muito engajado! Ótimo desempenho! 
STU000116,21,4,2025-01-25 17:06:00,2.4,7.51,4.0,Manhã,JavaScript,React,Exercícios Práticos,Video,28.8,True,False,False,VSCode,Windows,Mobile Dev,False,False,False,1,Feedback detalhado do aluno 116 - Regular. Desempenho normal. 
STU000117,20,6,2025-01-22 08:17:00,3.4,6.33,3.0,Manhã,Go,Angular,Texto,Mentoria,19.2,False,False,False,IntelliJ,MacOS,Web Development,True,True,False,1,Feedback detalhado do aluno 117 - Regular. Desempenho normal. 
STU000118,17,5,2025-01-17 16:09:00,3.4,6.73,3.0,Manhã,Python,React,Video,Exercícios Práticos,17.1,False,False,False,Sublime,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 118 - Regular. Desempenho normal. 
STU000119,24,1,2025-01-10 16:06:00,3.1,6.44,3.0,Manhã,JavaScript,Angular,Projetos,Exercícios Práticos,21.6,False,False,False,VSCode,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 119 - Regular. Desempenho normal. 
STU000120,23,4,2025-01-16 20:49:00,3.0,6.81,4.0,Manhã,Python,React,Video,Projetos,18.2,False,False,False,Vim,Linux,Web Development,True,True,False,1,Feedback detalhado do aluno 120 - Regular. Desempenho normal. 
STU000121,23,6,2025-01-06 18:51:00,1.0,4.17,3.0,Tarde,Java,React,Exercícios Práticos,Texto,11.6,False,False,False,VSCode,MacOS,DevOps,True,True,False,2,Feedback detalhado do aluno 121 - Regular. Desempenho normal. 
STU000122,18,10,2025-01-01 08:43:00,3.5,6.04,4.0,Manhã,R,Angular,Mentoria,Video,21.2,False,False,False,PyCharm,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 122 - Regular. Desempenho normal. 
STU000123,25,10,2025-01-21 19:33:00,6.1,10.0,5.0,Madrugada,Java,None,Video,Projetos,19.3,False,False,True,PyCharm,Windows,Security,False,False,True,1,Feedback detalhado do aluno 123 - Muito engajado! Ótimo desempenho! 
STU000124,17,4,2025-01-04 08:03:00,4.1,7.91,4.0,Manhã,Go,Vue,Mentoria,Projetos,11.8,True,True,False,PyCharm,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 124 - Regular. Desempenho normal. 
STU000125,22,9,2025-01-11 13:25:00,6.0,10.0,5.0,Tarde,JavaScript,React,Video,Video,19.0,True,True,False,IntelliJ,MacOS,Web Development,False,False,False,1,Feedback detalhado do aluno 125 - Muito engajado! Ótimo desempenho! 
STU000126,27,5,2025-01-04 08:06:00,0.5,4.92,2.0,Noite,Java,React,Exercícios Práticos,Exercícios Práticos,13.8,False,False,False,Vim,Windows,DevOps,False,True,False,1,Feedback detalhado do aluno 126 - Regular. Desempenho normal. 
STU000127,18,8,2025-01-30 09:08:00,0.5,4.0,1.0,Manhã,Python,Flask,Texto,Texto,16.0,False,False,False,PyCharm,Windows,Gaming,True,False,False,2,Feedback detalhado do aluno 127 - Regular. Desempenho normal. 
STU000128,19,9,2025-01-29 10:07:00,1.4,5.87,3.0,Tarde,Java,Django,Mentoria,Exercícios Práticos,18.0,False,False,False,VSCode,Windows,DevOps,False,True,False,1,Feedback detalhado do aluno 128 - Regular. Desempenho normal. 
STU000129,21,10,2025-01-29 15:18:00,2.1,5.75,3.0,Tarde,Java,React,Video,Projetos,21.8,False,False,False,PyCharm,MacOS,Web Development,False,False,False,1,Feedback detalhado do aluno 129 - Regular. Desempenho normal. 
STU000130,19,5,2025-01-04 09:51:00,4.4,8.39,5.0,Tarde,Python,Flask,Texto,Texto,11.8,False,False,True,VSCode,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 130 - Regular. Ótimo desempenho! 
STU000131,17,6,2025-01-27 18:26:00,0.5,4.0,2.0,Manhã,Java,Vue,Mentoria,Mentoria,16.8,False,False,False,VSCode,MacOS,Mobile Dev,True,True,False,2,Feedback detalhado do aluno 131 - Regular. Desempenho normal. 
STU000132,21,1,2025-01-14 16:17:00,5.3,8.46,4.0,Manhã,Java,None,Exercícios Práticos,Projetos,25.1,False,True,True,VSCode,Windows,Security,True,True,False,1,Feedback detalhado do aluno 132 - Muito engajado! Ótimo desempenho! 
STU000133,17,7,2025-01-28 19:28:00,2.5,5.19,3.0,Manhã,C++,Flask,Exercícios Práticos,Exercícios Práticos,14.1,False,False,False,Sublime,Linux,Mobile Dev,False,True,False,1,Feedback detalhado do aluno 133 - Regular. Desempenho normal. 
STU000134,22,4,2025-01-16 10:46:00,1.4,5.29,3.0,Manhã,C++,Flask,Video,Exercícios Práticos,16.0,False,False,False,IntelliJ,MacOS,Web Development,True,True,False,1,Feedback detalhado do aluno 134 - Regular. Desempenho normal. 
STU000135,18,2,2025-01-27 18:30:00,0.5,4.0,2.0,Tarde,C++,React,Projetos,Exercícios Práticos,25.1,False,False,False,PyCharm,Linux,DevOps,True,True,False,2,Feedback detalhado do aluno 135 - Regular. Desempenho normal. 
STU000136,25,5,2025-01-04 12:16:00,0.5,4.0,2.0,Tarde,Python,React,Video,Video,18.2,False,False,False,VSCode,Windows,Security,False,False,False,3,Feedback detalhado do aluno 136 - Regular. Desempenho normal. 
STU000137,18,3,2025-01-07 21:25:00,4.2,7.02,4.0,Tarde,Python,Spring,Video,Projetos,7.6,False,True,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 137 - Regular. Desempenho normal. 
STU000138,20,6,2025-01-16 14:40:00,1.5,5.77,3.0,Tarde,C++,Spring,Exercícios Práticos,Texto,11.0,False,False,False,Others,MacOS,Data Science,False,False,False,1,Feedback detalhado do aluno 138 - Regular. Desempenho normal. 
STU000139,23,8,2025-01-04 21:29:00,0.5,4.25,2.0,Tarde,Java,Spring,Texto,Exercícios Práticos,18.4,False,False,False,PyCharm,Windows,Data Science,False,False,False,3,Feedback detalhado do aluno 139 - Regular. Desempenho normal. 
STU000140,17,7,2025-01-22 18:01:00,0.5,4.0,1.0,Manhã,Python,Django,Mentoria,Exercícios Práticos,17.1,False,False,False,Vim,Windows,Data Science,True,False,False,2,Feedback detalhado do aluno 140 - Regular. Desempenho normal. 
STU000141,21,3,2025-01-12 19:29:00,1.2,4.87,2.0,Manhã,R,Django,Mentoria,Video,15.8,False,False,False,VSCode,MacOS,Data Science,True,True,False,2,Feedback detalhado do aluno 141 - Regular. Desempenho normal. 
STU000142,24,8,2025-01-04 09:25:00,6.0,10.0,5.0,Tarde,R,Spring,Projetos,Texto,25.8,True,False,True,VSCode,MacOS,Data Science,True,True,True,1,Feedback detalhado do aluno 142 - Muito engajado! Ótimo desempenho! 
STU000143,17,2,2025-01-21 14:00:00,1.4,4.99,3.0,Manhã,JavaScript,React,Projetos,Projetos,11.9,False,False,False,Sublime,Linux,Web Development,True,False,False,1,Feedback detalhado do aluno 143 - Regular. Desempenho normal. 
STU000144,21,10,2025-01-26 17:22:00,0.5,4.0,2.0,Manhã,Python,Django,Exercícios Práticos,Mentoria,14.6,False,False,False,PyCharm,MacOS,Web Development,False,False,False,2,Feedback detalhado do aluno 144 - Regular. Desempenho normal. 
STU000145,21,9,2025-01-26 20:05:00,1.4,4.52,2.0,Manhã,R,Spring,Video,Video,5.2,False,False,False,VSCode,Windows,Web Development,True,True,False,2,Feedback detalhado do aluno 145 - Regular. Desempenho normal. 
STU000146,23,4,2025-01-06 19:07:00,1.5,5.26,3.0,Tarde,JavaScript,Angular,Projetos,Projetos,20.8,False,False,False,VSCode,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 146 - Regular. Desempenho normal. 
STU000147,17,1,2025-01-24 13:18:00,0.5,4.0,1.0,Manhã,R,React,Video,Mentoria,11.0,False,False,False,Eclipse,Windows,Data Science,False,True,False,2,Feedback detalhado do aluno 147 - Regular. Desempenho normal. 
STU000148,17,8,2025-01-05 09:30:00,1.2,5.77,3.0,Tarde,R,Spring,Texto,Exercícios Práticos,20.3,False,False,False,IntelliJ,Windows,Data Science,False,False,False,1,Feedback detalhado do aluno 148 - Regular. Desempenho normal. 
STU000149,22,7,2025-01-30 12:29:00,2.3,5.94,3.0,Tarde,R,Angular,Projetos,Exercícios Práticos,19.8,False,False,False,PyCharm,Windows,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 149 - Regular. Desempenho normal. 
STU000150,21,5,2025-01-25 17:32:00,3.0,8.24,4.0,Manhã,JavaScript,Django,Exercícios Práticos,Texto,26.7,True,False,True,VSCode,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 150 - Regular. Ótimo desempenho! 
STU000151,21,10,2025-01-10 12:11:00,5.2,9.62,5.0,Manhã,Python,React,Projetos,Mentoria,18.2,True,True,True,VSCode,Windows,Data Science,True,False,True,1,Feedback detalhado do aluno 151 - Muito engajado! Ótimo desempenho! 
STU000152,22,5,2025-01-22 21:26:00,3.2,7.81,5.0,Manhã,C++,Django,Video,Exercícios Práticos,13.2,True,False,False,Others,MacOS,Data Science,False,False,False,1,Feedback detalhado do aluno 152 - Regular. Desempenho normal. 
STU000153,18,7,2025-01-07 16:53:00,1.1,5.02,2.0,Tarde,JavaScript,Django,Exercícios Práticos,Exercícios Práticos,17.3,False,False,False,VSCode,Linux,Web Development,True,True,False,1,Feedback detalhado do aluno 153 - Regular. Desempenho normal. 
STU000154,21,5,2025-01-21 19:54:00,0.5,4.0,2.0,Tarde,C++,Flask,Video,Texto,11.2,False,False,False,IntelliJ,MacOS,Data Science,False,True,False,2,Feedback detalhado do aluno 154 - Regular. Desempenho normal. 
STU000155,21,8,2025-01-29 08:42:00,8.0,10.0,4.0,Madrugada,Python,React,Exercícios Práticos,Projetos,16.6,True,True,True,Eclipse,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 155 - Muito engajado! Ótimo desempenho! 
STU000156,18,6,2025-01-30 12:14:00,2.6,5.72,3.0,Tarde,Python,Angular,Projetos,Exercícios Práticos,14.0,False,False,False,VSCode,MacOS,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 156 - Regular. Desempenho normal. 
STU000157,26,5,2025-01-02 11:38:00,1.6,5.59,3.0,Noite,SQL,React,Exercícios Práticos,Video,14.6,False,False,False,IntelliJ,Linux,Web Development,False,False,False,1,Feedback detalhado do aluno 157 - Regular. Desempenho normal. 
STU000158,22,9,2025-01-21 19:53:00,3.1,6.55,3.0,Manhã,C++,Django,Video,Video,10.5,False,False,False,PyCharm,MacOS,Security,False,True,False,1,Feedback detalhado do aluno 158 - Regular. Desempenho normal. 
STU000159,17,2,2025-01-18 10:06:00,2.9,5.66,3.0,Manhã,TypeScript,Spring,Video,Projetos,16.5,False,False,False,IntelliJ,Linux,Web Development,False,True,False,1,Feedback detalhado do aluno 159 - Regular. Desempenho normal. 
STU000160,22,1,2025-01-11 09:43:00,1.5,5.8,3.0,Manhã,R,Django,Video,Mentoria,19.1,False,False,False,IntelliJ,Linux,Data Science,True,True,False,1,Feedback detalhado do aluno 160 - Regular. Desempenho normal. 
STU000161,18,8,2025-01-06 12:57:00,0.5,4.95,2.0,Tarde,JavaScript,Spring,Exercícios Práticos,Texto,6.7,False,False,False,VSCode,Linux,Web Development,True,False,False,1,Feedback detalhado do aluno 161 - Regular. Desempenho normal. 
STU000162,23,3,2025-01-01 19:58:00,2.1,4.75,3.0,Manhã,C++,React,Mentoria,Video,11.6,False,False,False,IntelliJ,Windows,Security,False,True,False,2,Feedback detalhado do aluno 162 - Regular. Desempenho normal. 
STU000163,24,7,2025-01-26 18:03:00,1.2,4.25,2.0,Manhã,SQL,Django,Video,Video,15.8,False,False,False,PyCharm,Windows,Web Development,True,False,False,2,Feedback detalhado do aluno 163 - Regular. Desempenho normal. 
STU000164,18,10,2025-01-27 09:03:00,0.5,4.03,2.0,Manhã,JavaScript,Angular,Projetos,Projetos,3.3,False,False,False,PyCharm,Windows,DevOps,True,True,False,2,Feedback detalhado do aluno 164 - Regular. Desempenho normal. 
STU000165,23,8,2025-01-17 09:28:00,1.1,4.91,3.0,Manhã,JavaScript,Django,Projetos,Mentoria,23.7,False,False,False,VSCode,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 165 - Regular. Desempenho normal. 
STU000166,22,6,2025-01-24 13:01:00,3.4,6.17,3.0,Manhã,Python,Flask,Exercícios Práticos,Mentoria,11.4,False,False,False,PyCharm,Windows,Data Science,True,True,False,1,Feedback detalhado do aluno 166 - Regular. Desempenho normal. 
STU000167,23,10,2025-01-12 13:41:00,2.2,4.78,2.0,Manhã,Java,Angular,Exercícios Práticos,Projetos,10.3,False,False,False,Others,Windows,Web Development,True,True,False,2,Feedback detalhado do aluno 167 - Regular. Desempenho normal. 
STU000168,26,9,2025-01-25 14:56:00,5.2,8.56,4.0,Noite,C++,Django,Projetos,Video,14.0,False,False,True,IntelliJ,Windows,Web Development,False,False,False,1,Feedback detalhado do aluno 168 - Muito engajado! Ótimo desempenho! 
STU000169,20,7,2025-01-21 14:58:00,0.5,4.0,2.0,Manhã,Python,React,Video,Texto,15.7,False,False,False,PyCharm,Windows,Data Science,True,True,False,2,Feedback detalhado do aluno 169 - Regular. Desempenho normal. 
STU000170,18,10,2025-01-16 21:38:00,4.6,8.29,5.0,Manhã,Python,Spring,Video,Video,11.2,False,False,True,IntelliJ,MacOS,Data Science,True,True,False,1,Feedback detalhado do aluno 170 - Regular. Ótimo desempenho! 
STU000171,18,5,2025-01-28 19:50:00,4.9,8.22,5.0,Tarde,Java,Vue,Video,Mentoria,19.9,True,True,True,Sublime,Windows,Web Development,False,False,False,1,Feedback detalhado do aluno 171 - Regular. Ótimo desempenho! 
STU000172,18,8,2025-01-23 08:08:00,0.5,4.0,2.0,Tarde,Python,Django,Mentoria,Video,17.0,False,False,False,Vim,MacOS,Data Science,True,False,False,3,Feedback detalhado do aluno 172 - Regular. Desempenho normal. 
STU000173,20,2,2025-01-26 20:21:00,1.4,4.71,2.0,Manhã,Python,Vue,Mentoria,Texto,10.8,False,False,False,VSCode,MacOS,Data Science,True,False,False,2,Feedback detalhado do aluno 173 - Regular. Desempenho normal. 
STU000174,22,7,2025-01-05 14:04:00,1.2,4.34,2.0,Tarde,Java,Django,Projetos,Exercícios Práticos,12.4,False,False,False,IntelliJ,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 174 - Regular. Desempenho normal. 
STU000175,21,4,2025-01-10 12:31:00,0.5,4.0,2.0,Manhã,TypeScript,Vue,Video,Video,7.4,False,False,False,VSCode,Linux,Web Development,True,True,False,2,Feedback detalhado do aluno 175 - Regular. Desempenho normal. 
STU000176,23,9,2025-01-27 17:58:00,0.5,4.0,2.0,Manhã,JavaScript,React,Texto,Projetos,8.7,False,False,False,IntelliJ,Windows,Web Development,False,False,False,2,Feedback detalhado do aluno 176 - Regular. Desempenho normal. 
STU000177,21,1,2025-01-07 17:14:00,0.5,4.09,1.0,Tarde,Python,Flask,Video,Exercícios Práticos,16.9,False,False,False,VSCode,Windows,Data Science,True,False,False,2,Feedback detalhado do aluno 177 - Regular. Desempenho normal. 
STU000178,25,7,2025-01-07 20:58:00,5.5,10.0,5.0,Tarde,Python,Spring,Video,Projetos,10.9,True,True,False,Eclipse,Windows,Data Science,False,False,True,1,Feedback detalhado do aluno 178 - Muito engajado! Ótimo desempenho! 
STU000179,20,6,2025-01-15 10:18:00,3.4,7.92,5.0,Tarde,C++,Django,Exercícios Práticos,Projetos,24.0,True,False,False,VSCode,Windows,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 179 - Regular. Desempenho normal. 
STU000180,29,8,2025-01-10 19:28:00,3.9,7.86,4.0,Noite,Java,Django,Mentoria,Projetos,15.4,True,False,False,IntelliJ,Windows,Data Science,False,False,False,1,Feedback detalhado do aluno 180 - Regular. Desempenho normal. 
STU000181,22,5,2025-01-15 10:05:00,3.5,7.33,4.0,Manhã,R,Django,Mentoria,Video,8.2,False,False,False,PyCharm,Windows,Web Development,False,False,False,1,Feedback detalhado do aluno 181 - Regular. Desempenho normal. 
STU000182,18,1,2025-01-12 13:12:00,0.5,4.0,2.0,Manhã,C++,None,Exercícios Práticos,Mentoria,9.3,False,False,False,VSCode,Windows,Data Science,True,True,False,3,Feedback detalhado do aluno 182 - Regular. Desempenho normal. 
STU000183,17,1,2025-01-29 10:02:00,1.4,4.18,2.0,Tarde,R,React,Video,Exercícios Práticos,20.3,False,False,False,Vim,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 183 - Regular. Desempenho normal. 
STU000184,22,9,2025-01-08 15:54:00,2.2,6.56,4.0,Manhã,Python,React,Video,Texto,14.6,False,False,False,Eclipse,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 184 - Regular. Desempenho normal. 
STU000185,20,10,2025-01-26 11:46:00,0.5,4.0,1.0,Manhã,C++,Spring,Texto,Mentoria,20.0,False,False,False,IntelliJ,MacOS,Security,False,True,False,2,Feedback detalhado do aluno 185 - Regular. Desempenho normal. 
STU000186,23,6,2025-01-04 10:20:00,3.9,7.83,5.0,Tarde,Python,Spring,Projetos,Video,13.2,True,False,False,IntelliJ,Windows,Mobile Dev,False,True,False,1,Feedback detalhado do aluno 186 - Regular. Desempenho normal. 
STU000187,22,10,2025-01-03 20:07:00,1.0,4.71,2.0,Tarde,TypeScript,Spring,Projetos,Projetos,12.2,False,False,False,VSCode,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 187 - Regular. Desempenho normal. 
STU000188,20,5,2025-01-23 20:02:00,1.1,4.87,2.0,Tarde,JavaScript,Angular,Texto,Texto,20.6,False,False,False,PyCharm,Windows,AI/ML,True,True,False,1,Feedback detalhado do aluno 188 - Regular. Desempenho normal. 
STU000189,18,1,2025-01-16 16:59:00,3.7,7.32,4.0,Manhã,Java,Django,Texto,Exercícios Práticos,10.7,False,False,False,VSCode,Windows,Mobile Dev,True,True,False,1,Feedback detalhado do aluno 189 - Regular. Desempenho normal. 
STU000190,17,6,2025-01-14 20:52:00,2.4,6.26,3.0,Tarde,Python,Flask,Video,Mentoria,17.4,False,False,False,PyCharm,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 190 - Regular. Desempenho normal. 
STU000191,19,6,2025-01-25 14:14:00,1.3,5.14,2.0,Manhã,Python,Django,Video,Mentoria,13.9,False,False,False,Eclipse,Linux,Web Development,False,True,False,2,Feedback detalhado do aluno 191 - Regular. Desempenho normal. 
STU000192,23,3,2025-01-07 13:33:00,3.7,7.61,4.0,Manhã,C++,React,Exercícios Práticos,Texto,19.4,True,False,False,VSCode,Windows,Data Science,True,False,False,1,Feedback detalhado do aluno 192 - Regular. Desempenho normal. 
STU000193,21,8,2025-01-09 13:23:00,0.5,4.0,2.0,Tarde,Python,Angular,Video,Video,24.1,False,False,False,Sublime,MacOS,Data Science,True,True,False,2,Feedback detalhado do aluno 193 - Regular. Desempenho normal. 
STU000194,17,1,2025-01-17 12:43:00,3.4,6.27,3.0,Manhã,JavaScript,Angular,Exercícios Práticos,Exercícios Práticos,13.0,False,False,False,VSCode,Linux,Web Development,True,True,False,1,Feedback detalhado do aluno 194 - Regular. Desempenho normal. 
STU000195,21,1,2025-01-01 17:42:00,2.4,6.67,4.0,Manhã,Python,Django,Projetos,Texto,12.3,False,False,False,Vim,Windows,Data Science,False,False,False,1,Feedback detalhado do aluno 195 - Regular. Desempenho normal. 
STU000196,22,6,2025-01-16 21:07:00,1.6,5.99,3.0,Tarde,C++,Angular,Exercícios Práticos,Projetos,18.3,False,False,False,VSCode,Windows,Web Development,False,True,False,1,Feedback detalhado do aluno 196 - Regular. Desempenho normal. 
STU000197,18,10,2025-01-24 08:24:00,2.6,5.77,3.0,Manhã,R,React,Video,Exercícios Práticos,9.6,False,False,False,PyCharm,Linux,Data Science,True,True,False,2,Feedback detalhado do aluno 197 - Regular. Desempenho normal. 
STU000198,21,1,2025-01-18 19:24:00,0.5,4.0,2.0,Manhã,R,Django,Video,Mentoria,23.1,False,False,False,VSCode,MacOS,Web Development,False,False,False,3,Feedback detalhado do aluno 198 - Regular. Desempenho normal. 
STU000199,21,6,2025-01-17 19:25:00,4.0,7.84,4.0,Manhã,R,Flask,Exercícios Práticos,Texto,22.2,True,False,False,Eclipse,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 199 - Regular. Desempenho normal. 
STU000200,17,1,2025-01-14 21:40:00,2.3,5.5,3.0,Manhã,Python,React,Texto,Mentoria,10.0,False,False,False,IntelliJ,MacOS,Security,False,True,False,1,Feedback detalhado do aluno 200 - Regular. Desempenho normal. 
STU000201,22,6,2025-01-04 16:22:00,1.0,4.69,3.0,Manhã,Python,Django,Texto,Mentoria,7.1,False,False,False,VSCode,MacOS,Gaming,True,False,False,1,Feedback detalhado do aluno 201 - Regular. Desempenho normal. 
STU000202,22,3,2025-01-11 13:46:00,3.9,7.99,4.0,Tarde,C++,Vue,Exercícios Práticos,Mentoria,9.2,True,False,False,IntelliJ,Windows,DevOps,True,False,False,1,Feedback detalhado do aluno 202 - Regular. Desempenho normal. 
STU000203,24,8,2025-01-05 18:24:00,0.7,4.47,2.0,Tarde,Java,None,Exercícios Práticos,Video,9.3,False,False,False,IntelliJ,Linux,DevOps,True,False,False,1,Feedback detalhado do aluno 203 - Regular. Desempenho normal. 
STU000204,24,6,2025-01-18 21:12:00,0.5,4.0,1.0,Manhã,Java,Spring,Projetos,Mentoria,19.0,False,False,False,PyCharm,Windows,Web Development,False,False,False,2,Feedback detalhado do aluno 204 - Regular. Desempenho normal. 
STU000205,17,1,2025-01-11 21:27:00,0.5,4.0,2.0,Tarde,Python,Spring,Texto,Projetos,22.7,False,False,False,Sublime,Windows,Data Science,True,False,False,2,Feedback detalhado do aluno 205 - Regular. Desempenho normal. 
STU000206,18,5,2025-01-18 18:59:00,3.2,6.75,4.0,Manhã,Python,Spring,Projetos,Projetos,19.0,False,False,False,IntelliJ,Linux,Data Science,False,False,False,1,Feedback detalhado do aluno 206 - Regular. Desempenho normal. 
STU000207,22,8,2025-01-25 19:50:00,0.5,4.0,2.0,Manhã,Python,Flask,Texto,Exercícios Práticos,13.8,False,False,False,VSCode,MacOS,Data Science,True,False,False,3,Feedback detalhado do aluno 207 - Regular. Desempenho normal. 
STU000208,22,3,2025-01-24 18:31:00,5.2,10.0,5.0,Tarde,SQL,Flask,Video,Mentoria,16.7,False,False,True,VSCode,Windows,Mobile Dev,True,True,True,1,Feedback detalhado do aluno 208 - Muito engajado! Ótimo desempenho! 
STU000209,22,6,2025-01-15 16:39:00,0.5,4.0,2.0,Manhã,Python,React,Exercícios Práticos,Mentoria,10.7,False,False,False,IntelliJ,Windows,Data Science,True,True,False,2,Feedback detalhado do aluno 209 - Regular. Desempenho normal. 
STU000210,32,5,2025-01-20 19:32:00,6.2,8.92,5.0,Noite,JavaScript,Django,Exercícios Práticos,Texto,20.5,True,True,True,IntelliJ,MacOS,Mobile Dev,False,False,True,1,Feedback detalhado do aluno 210 - Muito engajado! Ótimo desempenho! 
STU000211,22,6,2025-01-04 21:56:00,1.8,6.41,3.0,Tarde,Python,Spring,Mentoria,Video,17.2,False,False,False,VSCode,MacOS,Data Science,False,True,False,1,Feedback detalhado do aluno 211 - Regular. Desempenho normal. 
STU000212,24,10,2025-01-02 10:25:00,1.5,5.24,3.0,Manhã,C++,Vue,Projetos,Exercícios Práticos,18.9,False,False,False,VSCode,MacOS,Data Science,False,True,False,1,Feedback detalhado do aluno 212 - Regular. Desempenho normal. 
STU000213,23,1,2025-01-08 13:15:00,0.6,4.0,2.0,Tarde,Java,Angular,Mentoria,Mentoria,11.4,False,False,False,IntelliJ,Linux,Web Development,True,True,False,2,Feedback detalhado do aluno 213 - Regular. Desempenho normal. 
STU000214,22,7,2025-01-24 14:29:00,3.2,6.98,4.0,Manhã,SQL,Angular,Mentoria,Texto,14.2,False,False,False,Others,Linux,Data Science,True,True,False,1,Feedback detalhado do aluno 214 - Regular. Desempenho normal. 
STU000215,20,9,2025-01-13 20:04:00,1.8,5.22,3.0,Manhã,SQL,None,Exercícios Práticos,Video,18.6,False,False,False,VSCode,Windows,DevOps,False,True,False,1,Feedback detalhado do aluno 215 - Regular. Desempenho normal. 
STU000216,23,2,2025-01-25 11:53:00,4.8,8.05,4.0,Manhã,Java,React,Exercícios Práticos,Exercícios Práticos,22.2,False,True,True,IntelliJ,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 216 - Regular. Ótimo desempenho! 
STU000217,18,10,2025-01-18 09:01:00,1.9,5.91,3.0,Tarde,TypeScript,React,Exercícios Práticos,Exercícios Práticos,12.0,False,False,False,Eclipse,Windows,Web Development,True,False,False,1,Feedback detalhado do aluno 217 - Regular. Desempenho normal. 
STU000218,20,5,2025-01-10 14:44:00,2.4,6.04,3.0,Manhã,Go,Django,Mentoria,Mentoria,18.9,False,False,False,PyCharm,MacOS,Security,True,False,False,1,Feedback detalhado do aluno 218 - Regular. Desempenho normal. 
STU000219,19,10,2025-01-18 19:46:00,0.9,5.08,3.0,Tarde,R,Django,Projetos,Exercícios Práticos,11.4,False,False,False,VSCode,MacOS,DevOps,True,False,False,2,Feedback detalhado do aluno 219 - Regular. Desempenho normal. 
STU000220,21,4,2025-01-13 09:46:00,3.0,5.6,3.0,Manhã,R,React,Video,Texto,25.6,False,False,False,PyCharm,Windows,Security,False,True,False,1,Feedback detalhado do aluno 220 - Regular. Desempenho normal. 
STU000221,27,6,2025-01-25 14:10:00,1.9,6.29,3.0,Noite,Python,React,Projetos,Exercícios Práticos,12.9,False,False,False,Sublime,Windows,Data Science,False,True,False,1,Feedback detalhado do aluno 221 - Regular. Desempenho normal. 
STU000222,17,6,2025-01-19 10:38:00,0.5,4.0,2.0,Manhã,JavaScript,Angular,Video,Projetos,18.2,False,False,False,VSCode,Windows,Data Science,False,True,False,3,Feedback detalhado do aluno 222 - Regular. Desempenho normal. 
STU000223,23,2,2025-01-21 17:45:00,0.5,4.0,2.0,Manhã,Python,Flask,Texto,Texto,15.8,False,False,False,IntelliJ,Windows,Data Science,False,False,False,2,Feedback detalhado do aluno 223 - Regular. Desempenho normal. 
STU000224,17,2,2025-01-14 13:44:00,3.7,7.53,4.0,Tarde,Python,Spring,Video,Video,28.0,True,False,False,VSCode,Windows,Web Development,True,True,False,1,Feedback detalhado do aluno 224 - Regular. Desempenho normal. 
STU000225,19,4,2025-01-12 15:40:00,2.2,5.45,3.0,Tarde,Go,Spring,Exercícios Práticos,Video,16.1,False,False,False,VSCode,Windows,Security,False,True,False,1,Feedback detalhado do aluno 225 - Regular. Desempenho normal. 
STU000226,24,1,2025-01-01 10:42:00,1.6,5.75,3.0,Manhã,Java,Django,Projetos,Mentoria,12.4,False,False,False,IntelliJ,Windows,Gaming,True,False,False,1,Feedback detalhado do aluno 226 - Regular. Desempenho normal. 
STU000227,21,9,2025-01-23 13:22:00,2.1,5.39,3.0,Tarde,C++,Vue,Video,Mentoria,18.2,False,False,False,PyCharm,Windows,Mobile Dev,False,True,False,1,Feedback detalhado do aluno 227 - Regular. Desempenho normal. 
